Comunidades autónomas;Tipología penal;Sexo;periodo;Total
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2018;64
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2017;40
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2016;56
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2015;67
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2014;62
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2013;118
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2012;112
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2011;108
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2010;110
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2023;27
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2022;15
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2021;12
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2020;12
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2019;10
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2018;23
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2017;9
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2016;15
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2015;9
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2014;9
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2013;31
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2012;30
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2011;17
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Masculino;2010;24
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2023;1
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2022;1
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2021;1
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2020;2
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2019;3
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2018;1
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2017;0
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2016;2
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2015;3
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2014;1
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2013;2
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2012;3
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2011;1
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Femenino;2010;2
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2023;28
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2022;16
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2021;13
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2020;14
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2019;13
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2018;24
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2017;9
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2016;17
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2015;12
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2014;10
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2013;33
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2012;33
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2011;18
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2010;26
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2023;24
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2022;20
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2021;25
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2020;17
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2019;18
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2018;9
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2017;21
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2016;12
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2015;12
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2014;10
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2013;16
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2012;34
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2011;27
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Masculino;2010;14
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2023;3
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2022;7
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2021;3
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2020;5
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2019;3
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2018;6
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2017;3
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2016;2
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2015;2
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2014;5
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2013;6
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2012;6
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2011;3
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Femenino;2010;3
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2023;27
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2022;27
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2021;28
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2020;22
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2019;21
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2018;15
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2017;24
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2016;14
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2015;14
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2014;15
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2013;22
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2012;40
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2011;30
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2010;17
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2023;30
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2022;22
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2021;26
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2020;14
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2019;16
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2018;22
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2017;28
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2016;36
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2015;37
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2014;51
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2013;52
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2012;65
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2011;61
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Masculino;2010;82
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2023;3
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2022;5
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2021;0
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2020;1
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2019;1
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2018;3
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2017;1
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2016;0
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2015;1
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2014;1
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2013;6
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2012;3
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2011;3
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Femenino;2010;1
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2023;33
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2022;27
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2021;26
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2020;15
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2019;17
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2018;25
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2017;29
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2016;36
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2015;38
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2014;52
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2013;58
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2012;68
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2011;64
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;Ambos sexos;2010;83
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2023;152
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2022;146
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2021;137
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2020;128
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2019;140
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2018;116
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2017;84
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2016;70
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2015;54
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2014;82
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2013;158
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2012;128
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2011;79
CASTILLA - LA MANCHA;5.5.-Estafas;Masculino;2010;91
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2023;42
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2022;60
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2021;45
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2020;32
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2019;44
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2018;32
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2017;25
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2016;31
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2015;19
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2014;20
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2013;68
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2012;34
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2011;40
CASTILLA - LA MANCHA;5.5.-Estafas;Femenino;2010;42
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2023;194
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2022;206
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2021;182
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2020;160
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2019;184
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2018;148
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2017;109
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2016;101
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2015;73
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2014;102
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2013;226
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2012;162
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2011;119
CASTILLA - LA MANCHA;5.5.-Estafas;Ambos sexos;2010;133
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2023;107
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2022;100
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2021;96
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2020;72
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2019;34
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2018;29
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2017;32
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2016;19
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2015;25
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2014;19
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2013;45
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2012;45
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2011;35
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Masculino;2010;18
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2023;34
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2022;46
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2021;27
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2020;16
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2019;14
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2018;9
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2017;4
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2016;10
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2015;6
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2014;7
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2013;10
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2012;11
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2011;9
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Femenino;2010;4
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2023;141
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2022;146
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2021;123
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2020;88
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2019;48
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2018;38
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2017;36
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2016;29
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2015;31
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2014;26
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2013;55
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2012;56
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2011;44
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;Ambos sexos;2010;22
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2023;96
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2022;80
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2021;101
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2020;79
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2019;90
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2018;88
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2017;66
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2016;78
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2015;46
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2014;60
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2013;56
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2012;74
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2011;79
CASTILLA - LA MANCHA;5.6.-Daños;Masculino;2010;62
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2023;15
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2022;11
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2021;19
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2020;15
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2019;17
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2018;17
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2017;9
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2016;9
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2015;8
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2014;13
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2013;8
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2012;18
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2011;4
CASTILLA - LA MANCHA;5.6.-Daños;Femenino;2010;6
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2023;111
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2022;91
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2021;120
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2020;94
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2019;107
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2018;105
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2017;75
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2016;87
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2015;54
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2014;73
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2013;64
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2012;92
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2011;83
CASTILLA - LA MANCHA;5.6.-Daños;Ambos sexos;2010;68
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2023;19
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2022;5
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2021;6
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2020;4
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2019;17
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2018;16
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2017;4
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2016;2
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2015;6
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2014;11
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2013;23
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2012;20
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2011;29
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2010;64
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;6
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;0
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;1
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2020;0
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2019;0
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2018;4
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2017;2
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2016;0
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2015;1
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2014;0
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2013;1
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2012;0
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2011;3
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2010;2
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2023;25
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2022;5
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2021;7
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2020;4
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2019;17
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2018;20
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2017;6
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2016;2
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2015;7
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2014;11
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2013;24
