Comunidades autónomas;Tipología penal;periodo;Total
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2018;4
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2017;2
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2016;0
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2015;0
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2014;1
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2013;3
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2012;0
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2011;3
EN EL EXTRANJERO;5.3.-Robos con violencia o intimidación;2010;4
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2023;1
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2022;1
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2021;0
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2020;1
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2019;0
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2018;3
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2017;2
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2016;0
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2015;0
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2014;0
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2013;1
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2012;0
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2011;3
EN EL EXTRANJERO;5.3.1.-Robos con violencia en vía pública;2010;2
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2023;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2022;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2021;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2020;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2019;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2018;1
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2017;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2016;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2015;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2014;1
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2013;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2012;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2011;0
EN EL EXTRANJERO;5.3.2.-Robos con violencia en viviendas;2010;1
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2023;1
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2022;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2021;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2020;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2019;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2018;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2017;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2016;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2015;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2014;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2013;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2012;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2011;0
EN EL EXTRANJERO;5.3.3.-Robos con violencia en establecimientos;2010;1
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2023;102
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2022;48
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2021;54
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2020;75
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2019;85
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2018;70
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2017;84
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2016;83
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2015;77
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2014;72
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2013;32
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2012;95
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2011;121
EN EL EXTRANJERO;5.4.-Sustracción de vehículos;2010;36
EN EL EXTRANJERO;5.5.-Estafas;2023;472
EN EL EXTRANJERO;5.5.-Estafas;2022;599
EN EL EXTRANJERO;5.5.-Estafas;2021;311
EN EL EXTRANJERO;5.5.-Estafas;2020;340
EN EL EXTRANJERO;5.5.-Estafas;2019;478
EN EL EXTRANJERO;5.5.-Estafas;2018;311
EN EL EXTRANJERO;5.5.-Estafas;2017;409
EN EL EXTRANJERO;5.5.-Estafas;2016;370
EN EL EXTRANJERO;5.5.-Estafas;2015;412
EN EL EXTRANJERO;5.5.-Estafas;2014;368
EN EL EXTRANJERO;5.5.-Estafas;2013;531
EN EL EXTRANJERO;5.5.-Estafas;2012;363
EN EL EXTRANJERO;5.5.-Estafas;2011;374
EN EL EXTRANJERO;5.5.-Estafas;2010;383
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2023;401
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2022;500
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2021;235
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2020;266
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2019;284
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2018;165
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2017;205
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2016;192
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2015;182
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2014;167
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2013;221
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2012;174
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2011;193
EN EL EXTRANJERO;5.5.1.-Estafas informáticas;2010;181
EN EL EXTRANJERO;5.6.-Daños;2023;0
EN EL EXTRANJERO;5.6.-Daños;2022;3
EN EL EXTRANJERO;5.6.-Daños;2021;2
EN EL EXTRANJERO;5.6.-Daños;2020;1
EN EL EXTRANJERO;5.6.-Daños;2019;1
EN EL EXTRANJERO;5.6.-Daños;2018;0
EN EL EXTRANJERO;5.6.-Daños;2017;4
EN EL EXTRANJERO;5.6.-Daños;2016;1
EN EL EXTRANJERO;5.6.-Daños;2015;2
EN EL EXTRANJERO;5.6.-Daños;2014;1
EN EL EXTRANJERO;5.6.-Daños;2013;3
EN EL EXTRANJERO;5.6.-Daños;2012;3
EN EL EXTRANJERO;5.6.-Daños;2011;1
EN EL EXTRANJERO;5.6.-Daños;2010;3
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2023;1
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2022;1
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2021;0
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2020;1
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2019;0
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2018;0
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2017;1
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2016;0
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2015;2
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2014;1
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2013;1
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2012;0
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2011;0
EN EL EXTRANJERO;5.7.-Contra la propiedad intelectual/industrial;2010;1
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2023;18
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2022;6
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2021;0
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2020;3
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2019;8
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2018;6
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2017;9
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2016;11
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2015;12
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2014;5
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2013;9
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2012;3
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2011;6
EN EL EXTRANJERO;5.8.-Blanqueo de capitales;2010;0
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2023;35
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2022;24
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2021;14
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2020;19
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2019;21
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2018;36
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2017;62
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2016;23
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2015;25
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2014;26
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2013;16
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2012;26
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2011;24
EN EL EXTRANJERO;5.9.-Otros contra el patrimonio;2010;15
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2023;45
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2022;23
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2021;23
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2020;24
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2019;12
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2018;10
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2017;11
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2016;13
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2015;16
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2014;24
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2013;6
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2012;11
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2011;15
EN EL EXTRANJERO;6. SEGURIDAD COLECTIVA;2010;6
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2023;41
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2022;22
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2021;23
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2020;22
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2019;12
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2018;10
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2017;10
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2016;12
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2015;16
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2014;18
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2013;5
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2012;3
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2011;14
EN EL EXTRANJERO;6.1.-Tráfico de drogas;2010;3
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2023;1
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2022;1
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2021;0
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2020;0
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2019;0
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2018;0
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2017;0
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2016;1
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2015;0
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2014;5
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2013;0
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2012;7
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2011;1
EN EL EXTRANJERO;6.2.-Contra la seguridad vial;2010;3
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2023;3
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2022;0
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2021;0
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2020;2
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2019;0
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2018;0
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2017;1
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2016;0
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2015;0
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2014;1
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2013;1
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2012;1
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2011;0
EN EL EXTRANJERO;6.3.-Otros contra la seguridad colectiva;2010;0
EN EL EXTRANJERO;7. FALSEDADES;2023;25
EN EL EXTRANJERO;7. FALSEDADES;2022;14
EN EL EXTRANJERO;7. FALSEDADES;2021;14
EN EL EXTRANJERO;7. FALSEDADES;2020;51
EN EL EXTRANJERO;7. FALSEDADES;2019;159
EN EL EXTRANJERO;7. FALSEDADES;2018;298
EN EL EXTRANJERO;7. FALSEDADES;2017;553
EN EL EXTRANJERO;7. FALSEDADES;2016;398
EN EL EXTRANJERO;7. FALSEDADES;2015;378
EN EL EXTRANJERO;7. FALSEDADES;2014;396
EN EL EXTRANJERO;7. FALSEDADES;2013;338
EN EL EXTRANJERO;7. FALSEDADES;2012;210
EN EL EXTRANJERO;7. FALSEDADES;2011;129
EN EL EXTRANJERO;7. FALSEDADES;2010;151
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2023;0
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2022;1
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2021;0
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2020;3
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2019;0
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2018;1
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2017;1
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2016;4
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2015;1
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2014;0
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2013;0
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2012;0
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2011;0
EN EL EXTRANJERO;8. ADMÓN. PÚBLICA;2010;0
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2023;25
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2022;21
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2021;17
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2020;18
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2019;31
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2018;27
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2017;27
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2016;23
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2015;18
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2014;26
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2013;15
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2012;9
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2011;6
EN EL EXTRANJERO;9. ADMÓN. JUSTICIA;2010;14
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2023;27
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2022;10
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2021;7
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2020;5
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2019;4
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2018;2
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2017;3
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2016;4
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2015;4
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2014;6
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2013;3
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2012;4
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2011;3
EN EL EXTRANJERO;10. ORDEN PÚBLICO;2010;2
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2023;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2022;1
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2021;1
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2020;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2019;2
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2018;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2017;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2016;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2015;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2014;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2013;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2012;0
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2011;1
EN EL EXTRANJERO;11. LEGISLACIÓN ESPECIAL;2010;0
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2023;11
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2022;12
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2021;5
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2020;9
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2019;14
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2018;10
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2017;7
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2016;4
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2015;13
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2014;5
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2013;4
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2012;5
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2011;2
EN EL EXTRANJERO;12. OTRAS INFRACCIONES PENALES;2010;4
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2023;1.113
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2022;1.102
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2021;741
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2020;801
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2019;1.192
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2018;1.082
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2017;1.498
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2016;1.275
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2015;1.285
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2014;1.234
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2013;1.214
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2012;988
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2011;913
EN EL EXTRANJERO;TOTAL INFRACCIONES PENALES;2010;823
DESCONOCIDA;1. CONTRA LAS PERSONAS;2023;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2022;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2021;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2020;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2019;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2018;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2017;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2016;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2015;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2014;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2013;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2012;0
DESCONOCIDA;1. CONTRA LAS PERSONAS;2011;6
DESCONOCIDA;1. CONTRA LAS PERSONAS;2010;6
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2023;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2022;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2021;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2020;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2019;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2018;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2017;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2016;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2015;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2014;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2013;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2012;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2011;0
DESCONOCIDA;1.1.-Homicidios dolosos/asesinatos;2010;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;0
DESCONOCIDA;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;0
DESCONOCIDA;1.2.-Lesiones;2023;0
DESCONOCIDA;1.2.-Lesiones;2022;0
DESCONOCIDA;1.2.-Lesiones;2021;0
DESCONOCIDA;1.2.-Lesiones;2020;0
DESCONOCIDA;1.2.-Lesiones;2019;0
DESCONOCIDA;1.2.-Lesiones;2018;0
DESCONOCIDA;1.2.-Lesiones;2017;0
DESCONOCIDA;1.2.-Lesiones;2016;0
DESCONOCIDA;1.2.-Lesiones;2015;0
DESCONOCIDA;1.2.-Lesiones;2014;0
DESCONOCIDA;1.2.-Lesiones;2013;0
DESCONOCIDA;1.2.-Lesiones;2012;0
DESCONOCIDA;1.2.-Lesiones;2011;1
DESCONOCIDA;1.2.-Lesiones;2010;5
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2023;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2022;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2021;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2020;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2019;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2018;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2017;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2016;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2015;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2014;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2013;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2012;0
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2011;3
DESCONOCIDA;1.3.-Malos tratos ámbito familiar;2010;1
DESCONOCIDA;1.4.-Otros contra las personas;2023;0
DESCONOCIDA;1.4.-Otros contra las personas;2022;0
DESCONOCIDA;1.4.-Otros contra las personas;2021;0
DESCONOCIDA;1.4.-Otros contra las personas;2020;0
DESCONOCIDA;1.4.-Otros contra las personas;2019;0
DESCONOCIDA;1.4.-Otros contra las personas;2018;0
DESCONOCIDA;1.4.-Otros contra las personas;2017;0
DESCONOCIDA;1.4.-Otros contra las personas;2016;0
DESCONOCIDA;1.4.-Otros contra las personas;2015;0
DESCONOCIDA;1.4.-Otros contra las personas;2014;0
DESCONOCIDA;1.4.-Otros contra las personas;2013;0
DESCONOCIDA;1.4.-Otros contra las personas;2012;0
DESCONOCIDA;1.4.-Otros contra las personas;2011;2
DESCONOCIDA;1.4.-Otros contra las personas;2010;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2023;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2022;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2021;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2020;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2019;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2018;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2017;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2016;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2015;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2014;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2013;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2012;0
DESCONOCIDA;2. CONTRA LA LIBERTAD;2011;1
DESCONOCIDA;2. CONTRA LA LIBERTAD;2010;4
DESCONOCIDA;2.1.-Malos tratos habituales en el ámbito familiar;2023;0
DESCONOCIDA;2.1.-Malos tratos habituales en el ámbito familiar;2022;0
DESCONOCIDA;2.1.-Malos tratos habituales en el ámbito familiar;2021;0
DESCONOCIDA;2.1.-Malos tratos habituales en el ámbito familiar;2020;0
