nacionalidad,grupo_quinquenal_de_edad,sexo,periodo,total
Total,De 5 a 9 años,Mujeres,1 de enero de 2023,1.078.356
Total,De 5 a 9 años,Mujeres,1 de octubre de 2022,1.080.750
Total,De 5 a 9 años,Mujeres,1 de julio de 2022,1.082.217
Total,De 5 a 9 años,Mujeres,1 de abril de 2022,1.083.353
Total,De 5 a 9 años,Mujeres,1 de enero de 2022,1.085.482
Total,De 5 a 9 años,Mujeres,1 de octubre de 2021,1.090.557
Total,De 5 a 9 años,Mujeres,1 de julio de 2021,1.092.751
Total,De 5 a 9 años,Mujeres,1 de abril de 2021,1.099.289
Total,De 5 a 9 años,Mujeres,1 de enero de 2021,1.103.987
Total,De 5 a 9 años,Mujeres,1 de octubre de 2020,
Total,De 5 a 9 años,Mujeres,1 de julio de 2020,1.113.557
Total,De 5 a 9 años,Mujeres,1 de abril de 2020,
Total,De 5 a 9 años,Mujeres,1 de enero de 2020,1.123.151
Total,De 5 a 9 años,Mujeres,1 de octubre de 2019,
Total,De 5 a 9 años,Mujeres,1 de julio de 2019,1.129.113
Total,De 5 a 9 años,Mujeres,1 de abril de 2019,
Total,De 5 a 9 años,Mujeres,1 de enero de 2019,1.137.687
Total,De 5 a 9 años,Mujeres,1 de octubre de 2018,
Total,De 5 a 9 años,Mujeres,1 de julio de 2018,1.152.163
Total,De 5 a 9 años,Mujeres,1 de abril de 2018,
Total,De 5 a 9 años,Mujeres,1 de enero de 2018,1.169.837
Total,De 5 a 9 años,Mujeres,1 de octubre de 2017,
Total,De 5 a 9 años,Mujeres,1 de julio de 2017,1.176.310
Total,De 5 a 9 años,Mujeres,1 de abril de 2017,
Total,De 5 a 9 años,Mujeres,1 de enero de 2017,1.185.794
Total,De 5 a 9 años,Mujeres,1 de octubre de 2016,
Total,De 5 a 9 años,Mujeres,1 de julio de 2016,1.190.018
Total,De 5 a 9 años,Mujeres,1 de abril de 2016,
Total,De 5 a 9 años,Mujeres,1 de enero de 2016,1.196.127
Total,De 5 a 9 años,Mujeres,1 de octubre de 2015,
Total,De 5 a 9 años,Mujeres,1 de julio de 2015,1.197.563
Total,De 5 a 9 años,Mujeres,1 de abril de 2015,
Total,De 5 a 9 años,Mujeres,1 de enero de 2015,1.200.362
Total,De 5 a 9 años,Mujeres,1 de octubre de 2014,
Total,De 5 a 9 años,Mujeres,1 de julio de 2014,1.199.130
Total,De 5 a 9 años,Mujeres,1 de abril de 2014,
Total,De 5 a 9 años,Mujeres,1 de enero de 2014,1.198.604
Total,De 5 a 9 años,Mujeres,1 de octubre de 2013,
Total,De 5 a 9 años,Mujeres,1 de julio de 2013,1.190.426
Total,De 5 a 9 años,Mujeres,1 de abril de 2013,
Total,De 5 a 9 años,Mujeres,1 de enero de 2013,1.182.750
Total,De 5 a 9 años,Mujeres,1 de octubre de 2012,
Total,De 5 a 9 años,Mujeres,1 de julio de 2012,1.173.368
Total,De 5 a 9 años,Mujeres,1 de abril de 2012,
Total,De 5 a 9 años,Mujeres,1 de enero de 2012,1.164.268
Total,De 5 a 9 años,Mujeres,1 de octubre de 2011,
Total,De 5 a 9 años,Mujeres,1 de julio de 2011,1.152.604
Total,De 5 a 9 años,Mujeres,1 de abril de 2011,
Total,De 5 a 9 años,Mujeres,1 de enero de 2011,1.141.409
Total,De 5 a 9 años,Mujeres,1 de octubre de 2010,
Total,De 5 a 9 años,Mujeres,1 de julio de 2010,1.131.023
Total,De 5 a 9 años,Mujeres,1 de abril de 2010,
Total,De 5 a 9 años,Mujeres,1 de enero de 2010,1.120.712
Total,De 10 a 14 años,Total,1 de octubre de 2023,2.498.048
Total,De 10 a 14 años,Total,1 de julio de 2023,2.505.799
Total,De 10 a 14 años,Total,1 de abril de 2023,2.522.284
Total,De 10 a 14 años,Total,1 de enero de 2023,2.529.002
Total,De 10 a 14 años,Total,1 de octubre de 2022,2.531.240
Total,De 10 a 14 años,Total,1 de julio de 2022,2.529.213
Total,De 10 a 14 años,Total,1 de abril de 2022,2.524.981
Total,De 10 a 14 años,Total,1 de enero de 2022,2.517.973
Total,De 10 a 14 años,Total,1 de octubre de 2021,2.519.455
Total,De 10 a 14 años,Total,1 de julio de 2021,2.516.246
Total,De 10 a 14 años,Total,1 de abril de 2021,2.523.020
Total,De 10 a 14 años,Total,1 de enero de 2021,2.526.248
Total,De 10 a 14 años,Total,1 de octubre de 2020,
Total,De 10 a 14 años,Total,1 de julio de 2020,2.522.432
Total,De 10 a 14 años,Total,1 de abril de 2020,
Total,De 10 a 14 años,Total,1 de enero de 2020,2.518.203
Total,De 10 a 14 años,Total,1 de octubre de 2019,
Total,De 10 a 14 años,Total,1 de julio de 2019,2.501.131
Total,De 10 a 14 años,Total,1 de abril de 2019,
Total,De 10 a 14 años,Total,1 de enero de 2019,2.487.814
Total,De 10 a 14 años,Total,1 de octubre de 2018,
Total,De 10 a 14 años,Total,1 de julio de 2018,2.457.493
Total,De 10 a 14 años,Total,1 de abril de 2018,
Total,De 10 a 14 años,Total,1 de enero de 2018,2.432.647
Total,De 10 a 14 años,Total,1 de octubre de 2017,
Total,De 10 a 14 años,Total,1 de julio de 2017,2.405.166
Total,De 10 a 14 años,Total,1 de abril de 2017,
Total,De 10 a 14 años,Total,1 de enero de 2017,2.382.446
Total,De 10 a 14 años,Total,1 de octubre de 2016,
Total,De 10 a 14 años,Total,1 de julio de 2016,2.357.281
Total,De 10 a 14 años,Total,1 de abril de 2016,
Total,De 10 a 14 años,Total,1 de enero de 2016,2.335.250
Total,De 10 a 14 años,Total,1 de octubre de 2015,
Total,De 10 a 14 años,Total,1 de julio de 2015,2.316.696
Total,De 10 a 14 años,Total,1 de abril de 2015,
Total,De 10 a 14 años,Total,1 de enero de 2015,2.301.165
Total,De 10 a 14 años,Total,1 de octubre de 2014,
Total,De 10 a 14 años,Total,1 de julio de 2014,2.281.079
Total,De 10 a 14 años,Total,1 de abril de 2014,
Total,De 10 a 14 años,Total,1 de enero de 2014,2.263.254
Total,De 10 a 14 años,Total,1 de octubre de 2013,
Total,De 10 a 14 años,Total,1 de julio de 2013,2.242.798
Total,De 10 a 14 años,Total,1 de abril de 2013,
Total,De 10 a 14 años,Total,1 de enero de 2013,2.223.892
Total,De 10 a 14 años,Total,1 de octubre de 2012,
Total,De 10 a 14 años,Total,1 de julio de 2012,2.212.927
Total,De 10 a 14 años,Total,1 de abril de 2012,
Total,De 10 a 14 años,Total,1 de enero de 2012,2.202.538
Total,De 10 a 14 años,Total,1 de octubre de 2011,
Total,De 10 a 14 años,Total,1 de julio de 2011,2.184.749
Total,De 10 a 14 años,Total,1 de abril de 2011,
Total,De 10 a 14 años,Total,1 de enero de 2011,2.167.410
Total,De 10 a 14 años,Total,1 de octubre de 2010,
Total,De 10 a 14 años,Total,1 de julio de 2010,2.148.481
Total,De 10 a 14 años,Total,1 de abril de 2010,
Total,De 10 a 14 años,Total,1 de enero de 2010,2.130.454
Total,De 10 a 14 años,Hombres,1 de octubre de 2023,1.287.231
Total,De 10 a 14 años,Hombres,1 de julio de 2023,1.290.828
Total,De 10 a 14 años,Hombres,1 de abril de 2023,1.299.570
Total,De 10 a 14 años,Hombres,1 de enero de 2023,1.303.110
Total,De 10 a 14 años,Hombres,1 de octubre de 2022,1.304.263
Total,De 10 a 14 años,Hombres,1 de julio de 2022,1.303.026
Total,De 10 a 14 años,Hombres,1 de abril de 2022,1.301.224
Total,De 10 a 14 años,Hombres,1 de enero de 2022,1.297.537
Total,De 10 a 14 años,Hombres,1 de octubre de 2021,1.298.540
Total,De 10 a 14 años,Hombres,1 de julio de 2021,1.296.703
Total,De 10 a 14 años,Hombres,1 de abril de 2021,1.299.999
Total,De 10 a 14 años,Hombres,1 de enero de 2021,1.301.408
Total,De 10 a 14 años,Hombres,1 de octubre de 2020,
Total,De 10 a 14 años,Hombres,1 de julio de 2020,1.299.107
Total,De 10 a 14 años,Hombres,1 de abril de 2020,
Total,De 10 a 14 años,Hombres,1 de enero de 2020,1.296.566
Total,De 10 a 14 años,Hombres,1 de octubre de 2019,
Total,De 10 a 14 años,Hombres,1 de julio de 2019,1.287.324
Total,De 10 a 14 años,Hombres,1 de abril de 2019,
Total,De 10 a 14 años,Hombres,1 de enero de 2019,1.280.218
Total,De 10 a 14 años,Hombres,1 de octubre de 2018,
Total,De 10 a 14 años,Hombres,1 de julio de 2018,1.263.851
Total,De 10 a 14 años,Hombres,1 de abril de 2018,
Total,De 10 a 14 años,Hombres,1 de enero de 2018,1.250.406
Total,De 10 a 14 años,Hombres,1 de octubre de 2017,
Total,De 10 a 14 años,Hombres,1 de julio de 2017,1.236.236
Total,De 10 a 14 años,Hombres,1 de abril de 2017,
Total,De 10 a 14 años,Hombres,1 de enero de 2017,1.224.421
Total,De 10 a 14 años,Hombres,1 de octubre de 2016,
Total,De 10 a 14 años,Hombres,1 de julio de 2016,1.210.951
Total,De 10 a 14 años,Hombres,1 de abril de 2016,
Total,De 10 a 14 años,Hombres,1 de enero de 2016,1.199.064
Total,De 10 a 14 años,Hombres,1 de octubre de 2015,
Total,De 10 a 14 años,Hombres,1 de julio de 2015,1.190.231
Total,De 10 a 14 años,Hombres,1 de abril de 2015,
Total,De 10 a 14 años,Hombres,1 de enero de 2015,1.183.120
Total,De 10 a 14 años,Hombres,1 de octubre de 2014,
Total,De 10 a 14 años,Hombres,1 de julio de 2014,1.172.419
Total,De 10 a 14 años,Hombres,1 de abril de 2014,
Total,De 10 a 14 años,Hombres,1 de enero de 2014,1.162.796
Total,De 10 a 14 años,Hombres,1 de octubre de 2013,
Total,De 10 a 14 años,Hombres,1 de julio de 2013,1.153.062
Total,De 10 a 14 años,Hombres,1 de abril de 2013,
Total,De 10 a 14 años,Hombres,1 de enero de 2013,1.144.463
Total,De 10 a 14 años,Hombres,1 de octubre de 2012,
Total,De 10 a 14 años,Hombres,1 de julio de 2012,1.138.497
Total,De 10 a 14 años,Hombres,1 de abril de 2012,
Total,De 10 a 14 años,Hombres,1 de enero de 2012,1.133.020
Total,De 10 a 14 años,Hombres,1 de octubre de 2011,
Total,De 10 a 14 años,Hombres,1 de julio de 2011,1.123.704
Total,De 10 a 14 años,Hombres,1 de abril de 2011,
Total,De 10 a 14 años,Hombres,1 de enero de 2011,1.114.535
Total,De 10 a 14 años,Hombres,1 de octubre de 2010,
Total,De 10 a 14 años,Hombres,1 de julio de 2010,1.104.277
Total,De 10 a 14 años,Hombres,1 de abril de 2010,
Total,De 10 a 14 años,Hombres,1 de enero de 2010,1.094.596
Total,De 10 a 14 años,Mujeres,1 de octubre de 2023,1.210.817
Total,De 10 a 14 años,Mujeres,1 de julio de 2023,1.214.971
Total,De 10 a 14 años,Mujeres,1 de abril de 2023,1.222.714
Total,De 10 a 14 años,Mujeres,1 de enero de 2023,1.225.892
Total,De 10 a 14 años,Mujeres,1 de octubre de 2022,1.226.977
Total,De 10 a 14 años,Mujeres,1 de julio de 2022,1.226.187
Total,De 10 a 14 años,Mujeres,1 de abril de 2022,1.223.757
Total,De 10 a 14 años,Mujeres,1 de enero de 2022,1.220.436
Total,De 10 a 14 años,Mujeres,1 de octubre de 2021,1.220.915
Total,De 10 a 14 años,Mujeres,1 de julio de 2021,1.219.543
Total,De 10 a 14 años,Mujeres,1 de abril de 2021,1.223.021
Total,De 10 a 14 años,Mujeres,1 de enero de 2021,1.224.840
Total,De 10 a 14 años,Mujeres,1 de octubre de 2020,
Total,De 10 a 14 años,Mujeres,1 de julio de 2020,1.223.325
Total,De 10 a 14 años,Mujeres,1 de abril de 2020,
Total,De 10 a 14 años,Mujeres,1 de enero de 2020,1.221.637
Total,De 10 a 14 años,Mujeres,1 de octubre de 2019,
Total,De 10 a 14 años,Mujeres,1 de julio de 2019,1.213.807
Total,De 10 a 14 años,Mujeres,1 de abril de 2019,
Total,De 10 a 14 años,Mujeres,1 de enero de 2019,1.207.596
Total,De 10 a 14 años,Mujeres,1 de octubre de 2018,
Total,De 10 a 14 años,Mujeres,1 de julio de 2018,1.193.642
Total,De 10 a 14 años,Mujeres,1 de abril de 2018,
Total,De 10 a 14 años,Mujeres,1 de enero de 2018,1.182.241
Total,De 10 a 14 años,Mujeres,1 de octubre de 2017,
Total,De 10 a 14 años,Mujeres,1 de julio de 2017,1.168.930
Total,De 10 a 14 años,Mujeres,1 de abril de 2017,
Total,De 10 a 14 años,Mujeres,1 de enero de 2017,1.158.025
Total,De 10 a 14 años,Mujeres,1 de octubre de 2016,
Total,De 10 a 14 años,Mujeres,1 de julio de 2016,1.146.330
Total,De 10 a 14 años,Mujeres,1 de abril de 2016,
Total,De 10 a 14 años,Mujeres,1 de enero de 2016,1.136.186
Total,De 10 a 14 años,Mujeres,1 de octubre de 2015,
Total,De 10 a 14 años,Mujeres,1 de julio de 2015,1.126.465
Total,De 10 a 14 años,Mujeres,1 de abril de 2015,
Total,De 10 a 14 años,Mujeres,1 de enero de 2015,1.118.045
Total,De 10 a 14 años,Mujeres,1 de octubre de 2014,
Total,De 10 a 14 años,Mujeres,1 de julio de 2014,1.108.660
Total,De 10 a 14 años,Mujeres,1 de abril de 2014,
Total,De 10 a 14 años,Mujeres,1 de enero de 2014,1.100.458
Total,De 10 a 14 años,Mujeres,1 de octubre de 2013,
Total,De 10 a 14 años,Mujeres,1 de julio de 2013,1.089.736
Total,De 10 a 14 años,Mujeres,1 de abril de 2013,
Total,De 10 a 14 años,Mujeres,1 de enero de 2013,1.079.429
Total,De 10 a 14 años,Mujeres,1 de octubre de 2012,
Total,De 10 a 14 años,Mujeres,1 de julio de 2012,1.074.430
Total,De 10 a 14 años,Mujeres,1 de abril de 2012,
Total,De 10 a 14 años,Mujeres,1 de enero de 2012,1.069.518
Total,De 10 a 14 años,Mujeres,1 de octubre de 2011,
Total,De 10 a 14 años,Mujeres,1 de julio de 2011,1.061.044
Total,De 10 a 14 años,Mujeres,1 de abril de 2011,
Total,De 10 a 14 años,Mujeres,1 de enero de 2011,1.052.875
Total,De 10 a 14 años,Mujeres,1 de octubre de 2010,
Total,De 10 a 14 años,Mujeres,1 de julio de 2010,1.044.204
Total,De 10 a 14 años,Mujeres,1 de abril de 2010,
Total,De 10 a 14 años,Mujeres,1 de enero de 2010,1.035.857
Total,De 15 a 19 años,Total,1 de octubre de 2023,2.622.529
Total,De 15 a 19 años,Total,1 de julio de 2023,2.596.832
Total,De 15 a 19 años,Total,1 de abril de 2023,2.581.652
Total,De 15 a 19 años,Total,1 de enero de 2023,2.562.806
Total,De 15 a 19 años,Total,1 de octubre de 2022,2.540.230
Total,De 15 a 19 años,Total,1 de julio de 2022,2.515.898
Total,De 15 a 19 años,Total,1 de abril de 2022,2.495.951
Total,De 15 a 19 años,Total,1 de enero de 2022,2.475.543
Total,De 15 a 19 años,Total,1 de octubre de 2021,2.455.400
Total,De 15 a 19 años,Total,1 de julio de 2021,2.436.768
Total,De 15 a 19 años,Total,1 de abril de 2021,2.427.552
Total,De 15 a 19 años,Total,1 de enero de 2021,2.417.282
Total,De 15 a 19 años,Total,1 de octubre de 2020,
Total,De 15 a 19 años,Total,1 de julio de 2020,2.400.952
Total,De 15 a 19 años,Total,1 de abril de 2020,
Total,De 15 a 19 años,Total,1 de enero de 2020,2.382.307
Total,De 15 a 19 años,Total,1 de octubre de 2019,
Total,De 15 a 19 años,Total,1 de julio de 2019,2.348.774
Total,De 15 a 19 años,Total,1 de abril de 2019,
Total,De 15 a 19 años,Total,1 de enero de 2019,2.317.402
Total,De 15 a 19 años,Total,1 de octubre de 2018,
Total,De 15 a 19 años,Total,1 de julio de 2018,2.281.042
Total,De 15 a 19 años,Total,1 de abril de 2018,
Total,De 15 a 19 años,Total,1 de enero de 2018,2.251.342
Total,De 15 a 19 años,Total,1 de octubre de 2017,
Total,De 15 a 19 años,Total,1 de julio de 2017,2.229.631
Total,De 15 a 19 años,Total,1 de abril de 2017,
Total,De 15 a 19 años,Total,1 de enero de 2017,2.213.625
Total,De 15 a 19 años,Total,1 de octubre de 2016,
Total,De 15 a 19 años,Total,1 de julio de 2016,2.195.137
Total,De 15 a 19 años,Total,1 de abril de 2016,
Total,De 15 a 19 años,Total,1 de enero de 2016,2.179.618
Total,De 15 a 19 años,Total,1 de octubre de 2015,
Total,De 15 a 19 años,Total,1 de julio de 2015,2.163.423
Total,De 15 a 19 años,Total,1 de abril de 2015,
Total,De 15 a 19 años,Total,1 de enero de 2015,2.149.931
Total,De 15 a 19 años,Total,1 de octubre de 2014,
Total,De 15 a 19 años,Total,1 de julio de 2014,2.143.702
Total,De 15 a 19 años,Total,1 de abril de 2014,
Total,De 15 a 19 años,Total,1 de enero de 2014,2.139.358
Total,De 15 a 19 años,Total,1 de octubre de 2013,
Total,De 15 a 19 años,Total,1 de julio de 2013,2.151.610
Total,De 15 a 19 años,Total,1 de abril de 2013,
Total,De 15 a 19 años,Total,1 de enero de 2013,2.165.376
Total,De 15 a 19 años,Total,1 de octubre de 2012,
Total,De 15 a 19 años,Total,1 de julio de 2012,2.182.173
Total,De 15 a 19 años,Total,1 de abril de 2012,
Total,De 15 a 19 años,Total,1 de enero de 2012,2.199.412
Total,De 15 a 19 años,Total,1 de octubre de 2011,
Total,De 15 a 19 años,Total,1 de julio de 2011,2.213.053
Total,De 15 a 19 años,Total,1 de abril de 2011,
Total,De 15 a 19 años,Total,1 de enero de 2011,2.228.087
Total,De 15 a 19 años,Total,1 de octubre de 2010,
Total,De 15 a 19 años,Total,1 de julio de 2010,2.245.881
Total,De 15 a 19 años,Total,1 de abril de 2010,
Total,De 15 a 19 años,Total,1 de enero de 2010,2.264.337
Total,De 15 a 19 años,Hombres,1 de octubre de 2023,1.353.488
Total,De 15 a 19 años,Hombres,1 de julio de 2023,1.339.704
Total,De 15 a 19 años,Hombres,1 de abril de 2023,1.331.483
Total,De 15 a 19 años,Hombres,1 de enero de 2023,1.321.437
Total,De 15 a 19 años,Hombres,1 de octubre de 2022,1.309.987
Total,De 15 a 19 años,Hombres,1 de julio de 2022,1.297.750
Total,De 15 a 19 años,Hombres,1 de abril de 2022,1.286.906
Total,De 15 a 19 años,Hombres,1 de enero de 2022,1.276.386
Total,De 15 a 19 años,Hombres,1 de octubre de 2021,1.265.860
Total,De 15 a 19 años,Hombres,1 de julio de 2021,1.255.833
Total,De 15 a 19 años,Hombres,1 de abril de 2021,1.250.644
Total,De 15 a 19 años,Hombres,1 de enero de 2021,1.245.262
Total,De 15 a 19 años,Hombres,1 de octubre de 2020,
Total,De 15 a 19 años,Hombres,1 de julio de 2020,1.237.764
Total,De 15 a 19 años,Hombres,1 de abril de 2020,
Total,De 15 a 19 años,Hombres,1 de enero de 2020,1.229.004
Total,De 15 a 19 años,Hombres,1 de octubre de 2019,
Total,De 15 a 19 años,Hombres,1 de julio de 2019,1.210.737
Total,De 15 a 19 años,Hombres,1 de abril de 2019,
Total,De 15 a 19 años,Hombres,1 de enero de 2019,1.193.170
Total,De 15 a 19 años,Hombres,1 de octubre de 2018,
Total,De 15 a 19 años,Hombres,1 de julio de 2018,1.174.419
Total,De 15 a 19 años,Hombres,1 de abril de 2018,
Total,De 15 a 19 años,Hombres,1 de enero de 2018,1.159.620
Total,De 15 a 19 años,Hombres,1 de octubre de 2017,
Total,De 15 a 19 años,Hombres,1 de julio de 2017,1.147.930
Total,De 15 a 19 años,Hombres,1 de abril de 2017,
Total,De 15 a 19 años,Hombres,1 de enero de 2017,1.139.484
Total,De 15 a 19 años,Hombres,1 de octubre de 2016,
Total,De 15 a 19 años,Hombres,1 de julio de 2016,1.130.008
Total,De 15 a 19 años,Hombres,1 de abril de 2016,
Total,De 15 a 19 años,Hombres,1 de enero de 2016,1.122.161
Total,De 15 a 19 años,Hombres,1 de octubre de 2015,
Total,De 15 a 19 años,Hombres,1 de julio de 2015,1.113.479
Total,De 15 a 19 años,Hombres,1 de abril de 2015,
Total,De 15 a 19 años,Hombres,1 de enero de 2015,1.106.371
Total,De 15 a 19 años,Hombres,1 de octubre de 2014,
Total,De 15 a 19 años,Hombres,1 de julio de 2014,1.103.506
Total,De 15 a 19 años,Hombres,1 de abril de 2014,
Total,De 15 a 19 años,Hombres,1 de enero de 2014,1.101.709
Total,De 15 a 19 años,Hombres,1 de octubre de 2013,
Total,De 15 a 19 años,Hombres,1 de julio de 2013,1.107.696
Total,De 15 a 19 años,Hombres,1 de abril de 2013,
Total,De 15 a 19 años,Hombres,1 de enero de 2013,1.114.406
Total,De 15 a 19 años,Hombres,1 de octubre de 2012,
Total,De 15 a 19 años,Hombres,1 de julio de 2012,1.123.104
Total,De 15 a 19 años,Hombres,1 de abril de 2012,
Total,De 15 a 19 años,Hombres,1 de enero de 2012,1.132.171
Total,De 15 a 19 años,Hombres,1 de octubre de 2011,
Total,De 15 a 19 años,Hombres,1 de julio de 2011,1.140.017
Total,De 15 a 19 años,Hombres,1 de abril de 2011,
Total,De 15 a 19 años,Hombres,1 de enero de 2011,1.148.567
Total,De 15 a 19 años,Hombres,1 de octubre de 2010,
Total,De 15 a 19 años,Hombres,1 de julio de 2010,1.157.538
Total,De 15 a 19 años,Hombres,1 de abril de 2010,
Total,De 15 a 19 años,Hombres,1 de enero de 2010,1.167.074
Total,De 15 a 19 años,Mujeres,1 de octubre de 2023,1.269.041
Total,De 15 a 19 años,Mujeres,1 de julio de 2023,1.257.128
Total,De 15 a 19 años,Mujeres,1 de abril de 2023,1.250.169
Total,De 15 a 19 años,Mujeres,1 de enero de 2023,1.241.369
Total,De 15 a 19 años,Mujeres,1 de octubre de 2022,1.230.243
Total,De 15 a 19 años,Mujeres,1 de julio de 2022,1.218.148
Total,De 15 a 19 años,Mujeres,1 de abril de 2022,1.209.045
Total,De 15 a 19 años,Mujeres,1 de enero de 2022,1.199.157
Total,De 15 a 19 años,Mujeres,1 de octubre de 2021,1.189.540
Total,De 15 a 19 años,Mujeres,1 de julio de 2021,1.180.935
Total,De 15 a 19 años,Mujeres,1 de abril de 2021,1.176.908
Total,De 15 a 19 años,Mujeres,1 de enero de 2021,1.172.020
Total,De 15 a 19 años,Mujeres,1 de octubre de 2020,
Total,De 15 a 19 años,Mujeres,1 de julio de 2020,1.163.188
Total,De 15 a 19 años,Mujeres,1 de abril de 2020,
Total,De 15 a 19 años,Mujeres,1 de enero de 2020,1.153.303
Total,De 15 a 19 años,Mujeres,1 de octubre de 2019,
Total,De 15 a 19 años,Mujeres,1 de julio de 2019,1.138.037
Total,De 15 a 19 años,Mujeres,1 de abril de 2019,
Total,De 15 a 19 años,Mujeres,1 de enero de 2019,1.124.232
Total,De 15 a 19 años,Mujeres,1 de octubre de 2018,
Total,De 15 a 19 años,Mujeres,1 de julio de 2018,1.106.623
Total,De 15 a 19 años,Mujeres,1 de abril de 2018,
Total,De 15 a 19 años,Mujeres,1 de enero de 2018,1.091.722
Total,De 15 a 19 años,Mujeres,1 de octubre de 2017,
Total,De 15 a 19 años,Mujeres,1 de julio de 2017,1.081.701
